ORGANIZATION,EMAIL,PHONE,ADDRESS,WEBSITE,latitude,longitude,status,notes,zipcode,county
Virginia Mental Health Access Program (VMAP),,888-371-8627,"2924 Emerywood Pkwy, Richmond VA 23294",https://vmap.org/,37.6105292,-77.5220163,Pending,,23294,Richmond
Virginia Values Veterans,,(804) 786-0286,"101 N. 14th Street, Richmond, VA 23219",https://www.dvs.virginia.gov/employment-transition/virginia-values-veterans-v3-program,37.5365163,-77.4301232,Pending,,23219,Richmond
Child Trends,,(240) 223-9200,12300 Twinbrook Parkway Suite 235 Rockville MD 20852,https://www.childtrends.org/about-us,39.0590957,-77.1201244,Pending,,20852,Rockville
Substance Abuse and Mental Services Administration (SAMHSA),,877-726-4727,"5600 Fishers Lane, Rockville, MD 20857",https://www.samhsa.gov/find-help/helplines/national-helpline,39.0625608,-77.1126054,Pending,,20857,Rockville
Easter Seals,,(301) 588-8700,"1420 Spring Street, Silver Spring, MD 20910",https://www.easterseals.com/DCMDVA/programs-and-services/military-veteran-services/,38.9978178,-77.0338227,Pending,,20910,Silver Spring
The Metropolitan Washington Ear,,301-681-6636,"12061 Tech Road, Silver Spring, MD 20904",https://washear.org/,39.0522028,-76.9685977,Pending,,20904,Silver Spring
Restorative Dental Clinic of Northern Virginia Community College,,(703) 822-6607,"6699 Springfield Center Drive Springfield, VA 22150",https://www.nvcc.edu/dental/,38.7640714,-77.1757055,Pending,,22150,Springfield
Bible Way Apostolic Church,,(703) 441-0404,"18516 Triangle St, Triangle, VA 22172",,38.5502872,-77.3331828,Pending,,22172,Triangle
Concordia Lutheran Church,,(703) 221-3703,"3637 Graham Park Rd, Triangle, VA 22172",www.concordialutheranva.org,38.5562499,-77.3242034,Pending,,22172,Triangle
First Assembly of God,,(703) 221-3911,"4212 Inn St, Triangle, VA 22172",www.firstassemblytriangle.org,38.5471881,-77.3377034,Pending,,22172,Triangle
God's Living Word Greater Apostolic Temple,,(703) 338-2816,"4070 Squire Ln, Triangle, VA 22172",www.godslivingwordchurch.org,38.5489925,-77.3338377,Pending,,22172,Triangle
Greater New Life Church,,571-606-9543,"4208 Inn St, Triangle, VA 22172",http://www.gnlcf-va.com/,38.5470845,-77.3374901,Pending,,22172,Triangle
Mount Zion Baptist Church,,(703) 221-6960,"18410 Chapel St, Triangle, VA 22172",www.mtzbaptist.org,38.5532507,-77.3533102,Pending,,22172,Triangle
St. Francis of Assisi Catholic Church,,(703) 221-4044,"18825 Fuller Heights Rd, Triangle, VA 22172",www.stfrncis.org,38.5441045,-77.3270581,Pending,,22172,Triangle
Star Bethlehem,,(703) 221-3888,"19068 Bethlehem Church Rd, Triangle, VA 22172",www.starbethlehem.org,38.5383332,-77.3241415,Pending,,22172,Triangle
The Vocational and Skill Advancement Center (VOSAC) -- Adult Day Support Services,cnicol@arcgpw.org,(703) 221-8787,"19143 Fuller Heights Road, Triangle, Virginia 22172",https://arcgpw.org/adult-day-support-services/,38.5353894,-77.3208398,Pending,,22172,Triangle
Triangle Baptist Church,,(703) 221-7191,"1724, 4345 Inn St, Triangle, VA 22172",www.trianglebaptistchurch.org,38.5545472,-77.3401397,Pending,,22172,Triangle
The Women's Center,,(703) 281-2657,"8230 Old Courthouse Road, Suite 500, Vienna, VA 22182",https://thewomenscenter.org/,38.9136956,-77.229613,Pending,,22182,Vienna
Training Futures Workforce Development Center ,tftrainee@nvfs.org,571-748-2869,"8603 Westwood Center Drive, Suite 300, Vienna, VA 22182",https://www.nvfs.org/our-services/workforce-development/training-futures/,38.9289457,-77.2445122,Pending,,22182,Vienna
Vineyard Community Church,," 757-424-4444
(703) 222-7654"," 4444 Expressway Drive, Virginia Beach, VA 23452",,36.8319426,-76.129681,Pending,,23452,Virginia Beach
Battlefield Baptist Church,info@battlefieldbaptist.org,540-347-5855,"4361 Lee Hwy, Warrenton, VA 20187",http://battlefieldbaptist.org/contact,38.773651,-77.6897588,Pending,,20187,Warrenton
Friendship Place -- Housing,info@friendshipplace.org,202-364-1419,"4713 Wisconsin Ave NW, Washington DC 20016",https://friendshipplace.org/programs-outreach/housing/,38.9513066,-77.0807303,Pending,,20016,Washington DC
Friendship Place -- Veterans First,vfscreen@friendshipplace.org,202-364-1419,"4713 Wisconsin Ave NW, Washington DC 20016",https://friendshipplace.org/programs-outreach/veterans-first/,38.9513066,-77.0807303,Pending,,20016,Washington DC
League of Women Voters ,,202-429-1965,"1233 20th Street NW, Suite 500, Washington, DC, 20036",https://www.lwv.org,38.9066761,-77.0445231,Pending,,20036,Washington DC
Responsibility -- Eliminate Underage Drinking,,202-637-0077,"101 Constitution Avenue, NW, Suite 375 East, Washington, DC 20001",https://www.responsibility.org/prevent-underage-drinking/,38.8928495,-77.0129944,Pending,,20001,Washington DC
The American Academy of Child and Adolescent Psychiatry,,202.966.7300,"3615 Wisconsin Avenue, N.W., Washington, D.C. 20016-3007",https://www.aacap.org/Shared_Content/AACAP_Sign_In.aspx?WebsiteKey=a2785385-0ccf-4047-b76a-64b4094ae07f&LoginRedirect=true&returnurl=%2fAACAP%2fFamilies_and_Youth%2fFamily_Resources%2fHome.aspx,38.9380364,-77.0738,Pending,,20016,Washington DC
Abundant Life Church,,(703)364-9580,"12964 Harbor Dr, Woodbridge, VA 22192",www.woodbridge.church,38.6740278,-77.2808458,Pending,,22192,Woodbridge
Abundant Life Ministries Inc.,DrEllis@abundant-lifeministries.com,,"PO Box 1878, Woodbridge, VA  22195",www.abundant-lifeministries.com,38.6506141,-77.3130851,Pending,,22195,Woodbridge
Adult Day Healthcare,pwaaa@pwcgov.org,703-792-4990,"Dr. A.J. Ferlazzo Building, 15941 Donald Curtis Drive, Woodbridge, VA, 22191",https://www.pwcva.gov/department/area-agency-aging/adult-day-care,38.6082405,-77.2955553,Pending,,22191,Woodbridge
All Saints' Church,office@allsaintswoodbridge.org,(703) 670-0093,"14851 Gideon Dr, Woodbridge, VA 22192",www.allsaintswoodbridge.org,38.6299847,-77.3007833,Pending,,22192,Woodbridge
Arc of Greater Prince William -- Recreational Services,jocetnik@arcgpw.org,703-670-4800,"13505 Hillendale Drive, Woodbridge, VA 22193",https://arcgpw.org/recreational-services/,38.6570966,-77.3399577,Pending,,22193,Woodbridge
Arc of Greater Prince William -- Residential Services,ksmith@arcgpw.org,703-670-4800,"13505 Hillendale Drive, Woodbridge, VA 22193",https://arcgpw.org/residential-services/,38.6570966,-77.3399577,Pending,,22193,Woodbridge
Area Agency on Aging,,703-792-6374,"1 County Complex Ct., Prince William, VA 22192",https://www.pwcva.gov/department/area-agency-aging/veterans-assistance,38.6797908,-77.3521338,Pending,,22192,Woodbridge
Area Agency on Aging (PWC),pwaaa@pwcgov.org,(703) 792-6374,"5 County Complex Court, Suite 240, Prince William, VA, 22192",https://www.pwcva.gov/department/area-agency-aging,38.6806551,-77.3514641,Pending,,22192,Woodbridge
B Well Biblical Soulcare ,BrendaBuckner@bwellsoulcare.com,571-264-6723,"1942 Heatherbrook Ct, Woodbridge, VA 22192",www.bwellsoulcare.com,38.6782823,-77.2729875,Pending,,22192,Woodbridge
Bethel Free Will Baptist Church,jlane@bfwbc.com,(703) 590-5199,"3713 Pennington Ln, Woodbridge, VA 22192",http://bfwbc.com/,38.6620861,-77.3244323,Pending,,22192,Woodbridge
Bethel United Methodist Church,secretary@bethelumc.org,(703) 670-4929,"13506 Minnieville Rd, Woodbridge, VA 22192",www.bethelumc.org,38.6557017,-77.3083321,Pending,,22192,Woodbridge
"Bill Mehr Drop-In Center for the Homeless, Shelter",,(703) 792-7648,"14716 Potomac Mills Road in Woodbridge, VA",https://www.facebook.com/MehrDropInCenter,38.630767,-77.2949524,Pending,,22192,Woodbridge
Birthright,,703-583-1178,"4207 Dale Boulevard, Woodbridge VA 22193",https://www.birthrightofwoodbridge.org/services,38.6438577,-77.3378564,Pending,,22193,Woodbridge
Birthright of Woodbridge,,800-550-4900,"4207 Dale Boulevard, Woodbridge VA 22193",https://www.birthrightofwoodbridge.org/services,38.6438577,-77.3378564,Pending,,22193,Woodbridge
Boys and Girls Club (Hylton Club),operations@bgcgw.org,(703) 670-3311,"5070 Dale Boulevard, Woodbridge, VA 22193",https://bgcgw.org/clubs/hylton-club/,38.6609425,-77.3605464,Pending,,22193,Woodbridge
Bridges of Love International,,,"12801 Darby Brook Ct #202, Woodbridge, VA 22192",http://www.bridgeofloveintl.org/about-us.php,38.6753557,-77.2642901,Pending,,22192,Woodbridge
BrightView,,888-501-9865,"4899 Prince William Parkway, Woodbridge, VA 22192",www.brightviewhealth.com,38.6781499,-77.3550099,Pending,,22192,Woodbridge
Calvary Baptist Church,office@CBC-woodbridge.org,(703) 670-7217,"15880 Crest Dr, Woodbridge, VA 22191",www.cbc-woodbridge.org,38.6068727,-77.3003457,Pending,,22191,Woodbridge
CASA,,571.421.2211,"2359 Research Ct, Woodbridge, VA 22192",https://wearecasa.org/virginia/,38.6507109,-77.2843751,Pending,,22192,Woodbridge
Casa de Dios,discipulos6@yahoo.com,(571) 991-5508,"3713 Pennington Lane, Woodbridge, VA 22192",http://bfwbc.com/casa-de-dios/,38.6620861,-77.3244323,Pending,,22192,Woodbridge
"Central Baptist Church, Woodbridge, VA",info@cbcwoodbridge.org,(703) 583-1717,"13910 Minnieville Rd, Woodbridge, VA 22193",http://cbcwoodbridge.org/,38.6514084,-77.3258686,Pending,,22193,Woodbridge
Centro Vida Iglesia Pentecostal Unida Internacional,,(571) 921-0310,"1646 Woodside Dr, Woodbridge, VA 22191",,38.6382215,-77.2674309,Pending,,22191,Woodbridge
Chinn Aquatics & Fitness Center,kfish@pwcgov.org,703-792-8600,"13025 Chinn Park Dr, Woodbridge, VA 22192",http://www.pwcgov.org/government/dept/park/chinn/pages/default.aspx,38.6702546,-77.3320643,Pending,,22192,Woodbridge
Chinn Park Library,,703-792-4800,"13065 Chinn Park Dr, Woodbridge, VA 22192
",www.pwcva.gov/library,38.6703104,-77.3332354,Pending,,22192,Woodbridge
Christ Chapel Church,connections@christchapel.org,703-670-8481,"13909 Smoketown Road Woodbridge, VA 22192",https://christchapel.org/,38.646699,-77.3001325,Pending,,22192,Woodbridge
CHRIST New Birth Ministries,,(703) 594-4341,"4421 Dale Blvd, Woodbridge, VA 22193",,38.6492082,-77.3422864,Pending,,22193,Woodbridge
Church of Christ of Woodbridge,Preacher@WoodbridgeChurchOfChrist.com,(703) 494 - 5721,"13815 Surrey Drive; Woodbridge, Va. 22191",http://www.woodbridgechurchofchrist.com/,38.6527298,-77.2717336,Pending,,22191,Woodbridge
Church of God-Trinity Temple,,(703) 494-1660,"13403 Baxter St, Woodbridge, VA 22191",,38.6620132,-77.2616631,Pending,,22191,Woodbridge
Church of the Nazarene,,(703) 670-2252,"14001 Smoketown Rd, Woodbridge, VA 22192",www.woodbridgenaz.com,38.6449449,-77.3010017,Pending,,22192,Woodbridge
City Light Church,,(703) 828-4817,"13215 Minnieville Rd, Woodbridge, VA 22192",www.citylightchurch.us,38.6613353,-77.2937431,Pending,,22192,Woodbridge
Comfort Kare,info@comfortkservice.com,703-986-3232,"1376 Old Bridge Rd Suite 101, Woodbridge, VA 22192",,38.6748209,-77.2579626,Pending,,22192,Woodbridge
Community Services -- Crisis Receiving Center Complex,,,"14011 Worth Avenue, Woodbridge, VA 22191",,38.6476856,-77.2939772,Pending,,22191,Woodbridge
Community Services -- Ferlazzon Building,emailcsb@pwcgov.org,(703) 792-5241 (TTY 711); Same Day Access: (703) 792-7373,"15941 Donald Curtis Drive, Suite 200, Woodbridge, VA 22191",,38.6082438,-77.2954709,Pending,,22191,Woodbridge
Covenant Presbyterian Church,cpc@covenantpresbyterianchurch.us,703-583-4090,"12700 Black Forest Ln, Woodbridge, VA 22192",http://www.covenantpresbyterianchurch.us/,38.6770902,-77.3483942,Pending,,22192,Woodbridge
"Cristo Es La Respuesta
",,(571) 659-0438,"13800 Delaney Rd, Woodbridge, VA 22193",,38.6558586,-77.3531164,Pending,,22193,Woodbridge
Crossroads Presbyterian Church,,(703) 794-9431,"15557 Cardinal Dr, Woodbridge, VA 22193",www.crossroadspca.net,38.6156776,-77.3163874,Pending,,22193,Woodbridge
D R Horton Rippon Community Center,,(703) 580-1099,"15415 Elizabeth Burbage Loop, Woodbridge, VA 22191",https://www.drhorton.com/,38.6167863,-77.2810865,Pending,,22191,Woodbridge
Dale City Baptist Church,dcbchurch@gmail.com,703-670-8118,"3501 Dale Blvd, Woodbridge, VA 22193",www.dalecitybaptist.org,38.6295898,-77.3171439,Pending,,22193,Woodbridge
Dale City Christian Church,dccccofpraise@aol.com,703-590-3716,"14022 Lindendale Rd, Woodbridge, VA 22193",http://www.dccccofpraise.org/,38.6485328,-77.359983,Pending,,22193,Woodbridge
Dar Al Salaam,,(571) 348-3779,"14505 Richmond Hwy Ste 8, Woodbridge, VA 22191",http://www.daralnoor.org/,38.637275,-77.2683349,Pending,,22191,Woodbridge
Early Head Start Child Development Center -- Nikki’s Christian Daycare & Learning Center,,571.748.2703,"14900 Cloverdale Road, Woodbridge, VA 22193",https://www.nvfs.org/our-services/early-childhood-development/early-head-start/,38.6284651,-77.322987,Pending,,22193,Woodbridge
Early Head Start Child Development Center -- Wonderful Virginia Academy,,571.748.2703,"13420 Minnieville Road, Woodbridge, VA 22192",https://www.nvfs.org/our-services/early-childhood-development/early-head-start/,38.658129,-77.3040132,Pending,,22192,Woodbridge
Ebenezer Presbyterian Church,,(703) 492-7172,"14508 Telegraph Rd, Woodbridge, VA 22192",www.ebenezerpresby.org,38.6399464,-77.291214,Pending,,22192,Woodbridge
Edu-Futuro ,jessikabermudez@edu-futuro.org,"(703) 843-8647, (571) 309-5455","15201 Neabsco Mills Rd., Woodbridge, VA 22191",www.edu-futuro.org,38.6214859,-77.2879242,Pending,,22191,Woodbridge
Elevate ,ELEVATEemployers@vcwnorthern.com,"(703) 324-7709, (571) 585-6172","13770 Minnieville Road, Woodbridge, VA 22192",,38.6535227,-77.3132981,Pending,,22192,Woodbridge
Emergency Services Crisis Intervention Program -- Woodbridge Office,,(703) 792-4900,"1 County Complex Ct., Prince William, VA 22192",https://www.pwcva.gov/department/community-services/crisis-intervention,38.6797908,-77.3521338,Pending,,22192,Woodbridge
Epiphany Lutheran Church,epiphlutheran@hotmail.com,(703)590-4949,"13495 Keytone Rd, Woodbridge, VA 22193",http://www.epiphanychristianchurch.org/,38.6602309,-77.3558425,Pending,,22193,Woodbridge
Equality Prince William,info@equalityprincewilliam.org; dave.epw.pride@gmail.com,,"P.O. Box 6983, Woodbridge, VA 22195-6983",equalityprincewilliam.org,38.658172,-77.249705,Pending,,22195,Woodbridge
Faith Family Ministries International,,(703) 494-0555,"1312 Horner Rd, Woodbridge, VA 22191",,38.6621676,-77.2547922,Pending,,22191,Woodbridge
Family Psychatric Associates,,(730) 897-8970,"4343 A Ridgewood Center Dr, Woodbridge VA",https://familypsychiatricassociates.com/,38.6731271,-77.3395811,Pending,,22192,Woodbridge
First Baptist Church of Woodbridge,,(703) 730-9009,"13600 Minnieville Rd, Woodbridge, VA 22193",www.visitfbcw.org,38.6545495,-77.3138798,Pending,,22193,Woodbridge
"First Home Alliance, Inc. Headquarters",Help@FirstHomeAlliance.org,877-250-9025,"3138 Golansky Blvd, Suite 202, Woodbridge, VA 22192",http://firsthomealliance.org,38.6518429,-77.3060925,Pending,,22192,Woodbridge
First United Presbyterian Church of Dale City,office@fupcdc.org,703.670.7834,"14391 Minnieville Rd, Woodbridge, VA 22193",https://fupcdc.org/,38.6361064,-77.350956,Pending,,22193,Woodbridge
Freedom Community Church,church@freedomcc.net,703.239.3504,"12980 Queen Chapel Rd, Woodbridge, VA 22193",https://findfreedomtoday.org/,38.6738964,-77.3682604,Pending,,22193,Woodbridge
Freedom Fellowship Church,admin@ffcministries.com,703-878-4320,"4320 Dale Blvd, Woodbridge, VA 22193",http://www.ffcministries.com/,38.6479882,-77.3379612,Pending,,22193,Woodbridge
GFWC Woodbridge Woman's Club,woodbridgewomansclub.org@gmail.com,,"P.O. Box 1582 Woodbridge, VA 22193",https://sites.google.com/view/woodbridge-womans-club/,38.6506141,-77.3130851,Pending,,22193,Woodbridge
Good Shepherd Housing Foundation,gshf_admin@goodshepherdhousing.org,(703) 730-1078,"13190 Centerpointe Way, Suite 102, Woodbridge, VA 22193",https://goodshepherdhousing.org/programs/,38.666763,-77.3344539,Pending,,22193,Woodbridge
Good Shepherd Lutheran Church,​info@GoodShepherdWoodbridge.org,(703) 670-6556,"15695 Blackburn Road, Blackburn Rd, Woodbridge, VA 22191",www.goodshepherdwoodbridge.org,38.6115806,-77.2871389,Pending,,22191,Woodbridge
GPW Health Center -- Woodbridge,,(703) 680-7950,"3350 Commission Ct, Woodbridge, VA 22192",https://www.gpwhealthcenter.org/,38.6871474,-77.3137091,Pending,,22192,Woodbridge
"Grace Baptist Church, Woodbridge, Virginia",tperrin@gracehome.org,703-670-5032,"14242 Spriggs Rd, Woodbridge, VA 22193",http://gracehome.org/,38.6452646,-77.3858968,Pending,,22193,Woodbridge
Grace Filipino Church,info@gracefilipinochurch.org,(571) 232-6203,"14242 Spriggs Rd, Woodbridge, VA 22193",http://www.gracefilipinochurch.org/,38.6452646,-77.3858968,Pending,,22193,Woodbridge
Grace Lutheran Church,grace@glcvirginia.org,(703) 494-4600,"1601 Prince William Pkwy, Woodbridge, VA 22191",www.glcvirginia.org,38.650476,-77.2633485,Pending,,22191,Woodbridge
Harvest Life Changers Church,info@harvestlifechangers.com,703-490-4040,"15505 Neabsco Mills Rd, Woodbridge, VA 22191",http://www.harvestlifechangers.com/,38.6154702,-77.2897134,Pending,,22191,Woodbridge
Harvest Life Church,info@harvestlifechangers.com,703-490-4040,"14401 Telegraph Road, Woodbridge, VA 22192",http://harvestlife.org/,38.6404679,-77.2896994,Pending,,22192,Woodbridge
Haskay Community Masjid,haskayassociation@gmail.com,(571) 409-8668,"4229 Dale Blvd, Woodbridge, VA 22193",https://haskay.org/,38.6439334,-77.3378294,Pending,,22193,Woodbridge
Haskay Masjid,haskayassociation@gmail.com,571-409-8668,"4229 Dale Blvd, Woodbridge, VA 22193",https://www.haskay.org/,38.6439334,-77.3378294,Pending,,22193,Woodbridge
Heritage Baptist Church,info@visitheritage.com,(703) 680-6629​,"14510 Spriggs Rd, Woodbridge, VA 22193",https://www.visitheritage.com/,38.6357906,-77.380173,Pending,,22193,Woodbridge
Hilda Barg Shelter & Bill Mehr Drop-In Shelter,francias@stfrncis.org,(703) 221-6344,"15941 Donald Curtis Drive., Woodbridge, VA 22193",https://stfrncis.org/meals-for-the-homeless/,38.6081286,-77.2953813,Pending,,22193,Woodbridge
Hilda M. Barg Homeless Prevention Cente -- Prince William County Department for Social Services,,(703) 792-8810,"14945 Jefferson Davis Highway, Woodbridge, VA 22191",https://www.pwcva.gov/department/social-services/homeless-and-winter-shelters,38.6267119,-77.2749515,Pending,,22191,Woodbridge
Hispanic Organization for Leadership & Action (HOLA),info@hola-usa.org,(405)367-4636,"13905 Richmond Hwy, Woodbridge, VA 22191",https://hola-usa.org,38.6508069,-77.2557001,Pending,,22191,Woodbridge
Holiness Tabernacle - Church of God in Christ,publicrelations@holinesstabernaclecogic.org,703-497-7928,"1440 Old Bridge Road, Woodbridge, VA 22192",https://www.holinesstabernaclecogic.org/,38.6730866,-77.2597074,Pending,,22192,Woodbridge
Holy Family Catholic Church,abenitez@holyfamilydalecity.org,703-670-8161 x301,"14160 Ferndale Rd, Woodbridge, VA 22193",https://holyfamilycatholicchurchdalecity.org/,38.646514,-77.3210556,Pending,,22193,Woodbridge
Hope Aglow Enpowerment Center,wbinfo@hopeaglow.org,(703) 490-4673,"13550 Jefferson Davis Hwy Woodbridge, VA 22191",www.hopeaglow.org,38.6581786,-77.2513815,Pending,,22191,Woodbridge
Hope of Glory Church,christmyhopechurch@gmail.com,202-930-3703,"3985 Prince William Pkwy Suite 205, Woodbridge, VA 22192",https://www.facebook.com/pg/HGCVA/about/?ref=page_internal,38.6648814,-77.3308792,Pending,,22192,Woodbridge
Iglesia Adventista de Woodbridge/Woodbridge Spanish SDA,pastor@woodbridgespanishsda.org,301-526-1281,"13215 Minnieville Rd, Woodbridge, VA 22192",http://woodbridgespanishsda.org/,38.6613353,-77.2937431,Pending,,22192,Woodbridge
Iglesia Amor Y Verdad - Love and Truth Church,Pastor@ltchurchva.org,571-477-2800,"4339 Ridgewood Center Dr, Woodbridge, VA 22192",http://ltchurchva.org/,38.6732461,-77.3398059,Pending,,22192,Woodbridge
Iglesia Bautista Roca Eterna,iglesiabautistarocaeterna@yahoo.com,(703) 670-4045,"3501 Dale Blvd, Woodbridge, VA 22193",http://www.iglesiabautistarocaeterna.org/contactenos,38.6295898,-77.3171439,Pending,,22193,Woodbridge
Iglesia Buena Tierra - Good Ground Church,,(571) 354-7060,"1722 Florida Ave, Woodbridge, VA 22191",,38.6292861,-77.2664843,Pending,,22191,Woodbridge
Iglesia de Cristo Bethel,,(703) 987-8246,"5015 Davis Ford Rd, Woodbridge, VA 22192",,38.6822777,-77.3610156,Pending,,22192,Woodbridge
Iglesia Evangelica Apostoles Y Profetas Vida Eterna,,"(703) 901-1110
","1312 Horner Rd, Woodbridge, VA 22191",,38.66212,-77.2549067,Pending,,22191,Woodbridge
Iglesia Pentecostes Fuente de Salvacion inc.,,(703) 203-4184,"2201 York Dr, Woodbridge, VA 22191",www.ministeriofuentedesalvacion.org,38.650009,-77.2803832,Pending,,22191,Woodbridge
Iglesia Puerta del Cielo,info@laiglesiapdc.com,"
(571) 589-8505","14615 General Washington Dr, Woodbridge, VA 22193",http://ipuertadelcielo.com/,38.6345398,-77.3627204,Pending,,22193,Woodbridge
Image Church,,(571) 931-0025,"13900 Church Hill Drive, Woodbridge, VA, 22191",www.imagechurch.com,38.6490187,-77.2644782,Pending,,22191,Woodbridge
Immanuel Anglican Church,office@iachurch.org,703-494-7621,"1529 Old Bridge Rd # 103, Woodbridge, VA 22192",https://immanuelanglicanchurch.org/,38.6719049,-77.2629801,Pending,,22192,Woodbridge
Inspire Church,,"703-730-7222
(703) 730-7222","15418 Cardinal Dr, Woodbridge, VA 22193",www.inspirechurchva.org,38.6157642,-77.3298685,Pending,,22193,Woodbridge
James Mccoart Admin Bldg. Library,,(703) 792-6000 (building),"1 County Complex Ct, Woodbridge, VA 22192
",www.pwcva.gov/library,38.6797908,-77.3521338,Pending,,22192,Woodbridge
Keep Prince William Beautiful,rfleshman@kprb.org,571-285-3772,"4391 Ridgewood Center Dr suite f, Woodbridge, VA 22192",https://kpwb.org/,38.6740241,-77.3412816,Pending,,22192,Woodbridge
Kindom Fellowship Church,,,"14300 Minnieville Rd., Woodbridge, VA 22193",https://www.thekfchurch.com/,38.6422563,-77.3461102,Pending,,22193,Woodbridge
Kings Light Chapel International,kingslightchapelva@yahoo.com,602-366-5326,"14348 Jefferson Davis Hwy, Woodbridge, VA 22191",http://www.kingslightchapel.org/,38.6407888,-77.2684135,Pending,,22191,Woodbridge
Life Community Church,,(703) 831-1720,"13639 Greenwood Dr, Woodbridge, VA 22193",,38.6531705,-77.3448735,Pending,,22193,Woodbridge
Literacy Volunteers of America,lvapw@lvapw.org,703-670-5702,"2235-C Tackett's Mill Drive, Woodbridge, VA 22192",https://lvapw.org/,38.6752583,-77.2815925,Pending,,22192,Woodbridge
"Long & Foster Prince William Parkway Woodbridge, VA - Realty",,703-986-5700,"12731 Marblestone Drive, Suite 103, Woodbridge, VA 22192",https://www.longandfoster.com/woodbridge-va-realty,38.6764726,-77.3506011,Pending,,22192,Woodbridge
Lutheran Church of the Covenant,office@lcocdalecity.org,(703) 670-4242,"15008 Cloverdale Rd Woodbridge, VA 22193",www.lcocdalecity.org,38.6271417,-77.3230265,Pending,,22193,Woodbridge
Marsh Road Baptist Church,webmaster​@marshroadbaptist.org,(703) 491-2980,"1514 Old Marsh Rd, Woodbridge, VA 22191",http://www.marshroadbc.org/,38.6171392,-77.2584819,Pending,,22191,Woodbridge
Masjid Al-Falah,masjidalfalah@verizon.net,703-490-2220,"14918 Jefferson Davis Hwy, Woodbridge, VA 22191",https://www.masjid-alfalah.com/,38.6289048,-77.2760065,Pending,,22191,Woodbridge
Ministerio De Vida,ministeriodevida@gmail.com,(703) 499-8432,"2610 Omisol Rd, Woodbridge, VA 22192",https://www.facebook.com/pg/MinisterioDeVidaWoodbridge/about/?ref=page_internal,38.6663855,-77.2903327,Pending,,22192,Woodbridge
Ministerio Internacional Rey de Gloria,,(703) 565-7143,"15418 Cardinal Dr, Woodbridge, VA 22193",,38.6157642,-77.3298685,Pending,,22193,Woodbridge
Ministerio Voz Profética a las Naciones,assistant@visionmvp.org,(571) 477 - 6744,"4349 Ridgewood Center Dr #201, Woodbridge, VA 22192",https://www.visionmvp.org/,38.6727432,-77.3395865,Pending,,22192,Woodbridge
Mt. Olive Baptist Church,,(703) 494-4466,"13111 Minnieville Rd, Woodbridge, VA 22192",www.mobcwoodbridge.org,38.6636369,-77.2892575,Pending,,22192,Woodbridge
National Alliance on Mental Illness Prince William,,703-659-9983,"PO Box 1423, Woodbridge, VA, 22195",https://nami-pw.org/,38.63,-77.27,Pending,,22195,Woodbridge
Neabsco Baptist Church,pastor@neabscobaptist.org,"703-595-9657,  571-205-0551
","15545 Cardinal Dr, Woodbridge, VA 22193",http://neabscobaptist.org/,38.6158195,-77.317929,Pending,,22193,Woodbridge
New Life Church of God in Christ,,(703) 670-6011,"13163 Centerpointe Way, Woodbridge, VA 22193",,38.666986,-77.334131,Pending,,22193,Woodbridge
Occoquan Bible Church,admin@obc.org,703-878-4673,"3700 Old Bridge Rd, Woodbridge, VA 22192",http://www.obc.org/,38.6806055,-77.3230254,Pending,,22192,Woodbridge
Old Bridge Estates Community,,(703) 590-5300,"3600 Beaver Pond Rd, Woodbridge, VA 22192",https://oldbridgeestates.connectresident.com/,38.6757728,-77.320978,Pending,,22192,Woodbridge
Old Bridge United Methodist Church,Leadpastor@oldbridgechurch.org,703-730-3895,"3966 Old Bridge Rd, Woodbridge, VA 22192",http://www.oldbridgechurch.org/,38.6777365,-77.3280803,Pending,,22192,Woodbridge
One Mind Church,,(703) 491-3797,"13430 Millwood Dr, Woodbridge, VA 22191",www.onemindchurch.org,38.6604256,-77.2626113,Pending,,22191,Woodbridge
Our Lady of Angels Catholic Church,olacc13752@gmail.com,(703) 494-2444,"13752 Marys Way, Woodbridge, VA 22191",www.olacc.org,38.6537402,-77.2563377,Pending,,22191,Woodbridge
Pathway Vineyard Church,info@pathwayvine.org,(703) 494-8587,"1550 Prince William Pkwy, Woodbridge, VA 22191",www.pathwayvine.org,38.65059,-77.2616848,Pending,,22191,Woodbridge
Potomac Library,,703-792-8330,"2201 Opitz Blvd, Woodbridge, VA 22191
",www.pwcva.gov/library,38.6327224,-77.2806805,Pending,,22191,Woodbridge
Potomac Valley Church,greatereveryday@gmail.com,703-878-6937,"15201 Neabsco Mills Rd. Woodbridge, VA 22191",www.http://potomacvalleychurch.com,38.6214859,-77.2879242,Pending,,22191,Woodbridge
Praise Center Church Of God In Christ. ,,571-781-2722,"P.O. BOX 2733, Woodbridge, VA 22195",,38.63,-77.27,Pending,,22195,Woodbridge
Prince William - Area Agency on Aging,,(703) 792-5085,"13850 Church Hill Dr., Woodbridge, VA 22191",www.pwcgov.org/aginf,38.6501228,-77.265803,Pending,,22191,Woodbridge
Prince William Area Free Clinic,,,"13900 Church Hill Dr, Woodbridge, VA 22191, USA",https://www.pwafc.org/,38.6490187,-77.2644782,Pending,,22191,Woodbridge
Prince William County Center,info@pwcchoa.com,(703) 580-9650,"4799 Wermuth Way, Woodbridge, VA 22192",https://pwcchoa.com/,38.6734706,-77.3504311,Pending,,22192,Woodbridge
