,VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,Link,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
303,,Legal Services of Northern Virginia,Legal Services,help@lsnv.org,,703-368-5711,"9240 Center Street, Manassas, VA 20110",https://www.lsnv.org/what-we-do/,"Legal Services of Northern Virginia (LSNV) provides services in a variety of substantive
civil legal areas, including: family law, housing law, elder law, public benefits claims,
access to health care, child advocacy, employment and civil rights law, consumer law
and AIDS/HIV issues. Staff and volunteers provide legal advice, brief service, and
representation in administrative hearings and in court, as well as community legal
education, and advocacy before local and state governmental entities, all without charge
to our clients.",,,38.7510228,-77.4756869
304,,Legal Services of Northern Virginia,Legal Services,,,703-778-6800,"9240 Center St, Manassas, VA 20110",https://www.lsnv.org/,,,,38.7510228,-77.4756869
305,,Life Community Church,Faith Based Services,,,(703) 831-1720,"13639 Greenwood Dr, Woodbridge, VA 22193",,,,,38.6531705,-77.34487349999999
306,,Life Connection Church,Faith Based Services,GETINFO@LIFECONNECTIONPWC.COM,,703-365-7726​,"9510 Technology Dr, Manassas, VA 20110",https://www.lifeconnectionpwc.com/,,,,38.7494058,-77.4956973
307,,Life of Church Manassas,Faith Based Services,hello@welovechurch.com,,(703) 330-0881," 10501 Copeland Drive, Manassas, VA",https://welovechurch.com/outreach/food-pantry/,,,,38.7897495,-77.5056151
308,Verified,Literacy Volunteers of America,Education Services,lvapw@lvapw.org,,703-670-5702,"2235-C Tackett's Mill Drive, Woodbridge, VA 22192",https://lvapw.org/,"LVA-PW teaches adult students how to be better communicators – to understand and to be understood; to find their voice in the communities in which they live. Our students have 100+ classes to enroll in annually. ALL classes are at no cost to the student.

Adult students enrolled at LVA-PW set their personal goals – both immediate and long-term. One student may want to improve their English-language skills so that they can get a better job or a promotion. Another student may want to read a prescription bottle and communicate clearly with a healthcare professional. Whatever the reason our students come to us, LVA-PW accommodates their educational goals. They can take as many classes as they wish, for as long as they wish, all at NO COST to them.",Mon-Fr: 9:00 AM - 4:00 PM,,38.6752583,-77.2815925
309,,Little Union Baptist Church,Faith Based Services,littleunion@verizon.net,,(703) 221-4994,"17150 Mine Rd, Dumfries, VA 22025",www.little-union.org,,,,38.5798138,-77.3474059
310,,Living Faith Church,Faith Based Services,administration@livingbyfaith.com,,703-331-3820,"10266 Battleview Pkwy, Manassas, VA 20109",https://www.livingbyfaith.com/,,,,38.8079727,-77.5126427
311,,Living Hope Seventh-day Adventist Church,Faith Based Services,info@LivingHopeSDA.com,,(703) 803-0367,"5235 Merchants View Sq, Haymarket, VA 20169",https://www.livinghopesda.com/,,,,38.8431503,-77.6436811
312,,Local Domestic Violence Hotline ,Hotlines Crisis,,,(703) 221-4951,,,,,,40.7035916,-104.7808024
313,,LOCCA/PELT,HOA,,, (703) 491-2288,,,,,,40.7035916,-104.7808024
314,,Logan Woods HOA,HOA,,,571-748-2500,,,,,,40.7035916,-104.7808024
315,Verified,"Long & Foster Prince William Parkway Woodbridge, VA - Realty",Real Estate,,,703-986-5700,"12731 Marblestone Drive, Suite 103, Woodbridge, VA 22192",https://www.longandfoster.com/woodbridge-va-realty,"At our office, we’re more than just a team of professional real estate agents. We’re a true part of the community—your friends, your neighbors, your colleagues. We shop, dine and play at the neighborhood attractions. We volunteer with area nonprofits. We send our kids to the local schools and enjoy all that our community has to offer. We’re also neighborhood experts, who work and live for the love of home. And for us, home is here—at our office, in our community, in our backyard. So whether you’re buying, selling, renting or just looking, the team at our office is here for you. We’ll be your trusted advisor, your practiced negotiator and your skilled house-hunter. From finding or listing a property, we’ll diligently work for you every step of the way.

Plus we offer the backing of the Long & Foster family - a family of real estate professionals across the Mid-Atlantic. Your agent is supported by a team of specialists in mortgage, inspection, insurance, settlement, and moving, who are there to guide you every step of the way. They’ll make sure things run smoothly, closing happens on time, and you arrive at your dream home according to plan. One team in lockstep with your every move, and one real estate company that can do it all. That’s the All-Inclusive Real Estate Experience. It’s the easiest, most streamlined approach to buying and selling real estate.",,,38.6764726,-77.35060109999999
316,Verified,"Long & Foster Old Town Manassas, VA - Realty",Real Estate,theresa.dalman@longandfoster.com,,703-257-2118,"9104 Church Street #201, Manassas, VA, 20110",https://www.longandfoster.com/Office/LongandFosterOldTownManassasVARealty-102692,"At our office, we’re more than just a team of professional real estate agents. We’re a true part of the community—your friends, your neighbors, your colleagues. We shop, dine and play at the neighborhood attractions. We volunteer with area nonprofits. We send our kids to the local schools and enjoy all that our community has to offer. We’re also neighborhood experts, who work and live for the love of home. And for us, home is here—at our office, in our community, in our backyard. So whether you’re buying, selling, renting or just looking, the team at our office is here for you. We’ll be your trusted advisor, your practiced negotiator and your skilled house-hunter. From finding or listing a property, we’ll diligently work for you every step of the way.

Plus we offer the backing of the Long & Foster family - a family of real estate professionals across the Mid-Atlantic. Your agent is supported by a team of specialists in mortgage, inspection, insurance, settlement, and moving, who are there to guide you every step of the way. They’ll make sure things run smoothly, closing happens on time, and you arrive at your dream home according to plan. One team in lockstep with your every move, and one real estate company that can do it all. That’s the All-Inclusive Real Estate Experience. It’s the easiest, most streamlined approach to buying and selling real estate.",,,38.7518999,-77.4723686
317,,Low-Income Saftey Seats (VDH),Family,,,,,https://www.vdh.virginia.gov/child-passenger-safety/low-income-safety-seat-program/,"Free car safety and booster seats for income-eligible
families provided by the Virginia Department of Health",,,40.7035916,-104.7808024
318,,Low-Income Saftey Seats (VDH),Parenting,,,,,https://www.vdh.virginia.gov/child-passenger-safety/low-income-safety-seat-program/,"Free car safety and booster seats for income-eligible
families provided by the Virginia Department of Health",,,40.7035916,-104.7808024
319,,Lutheran Church of the Covenant,Faith Based Services,office@lcocdalecity.org,,(703) 670-4242,"15008 Cloverdale Rd Woodbridge, VA 22193",www.lcocdalecity.org,,,,38.6271417,-77.3230265
320,,Madinatul Uloom,Faith Based Services,,,(703) 345-9332,"12750 Vantage Vew Lane, Lake Ridge, VA 22192",https://www.mtuva.com/,,,,38.6773283,-77.2688582
321,,Manassas Baptist (Western Prince William County),Hypothermia Services,,,571-277-0728,"8730 Sudley Rd, Manassas, VA 20110",,,"Monday, Tuesday, Thursday, Friday 7pm-6:15am; Wednesday 8:30pm-6:15am. Open based on weather for single adults",,38.7648185,-77.48278959999999
322,,Manassas Baptist Church,Faith Based Services,info@manassasbaptist.org,, 703-361-2146 ,"8730 Sudley Rd, Manassas, VA 20110",http://werchurch.com/,,,,38.7648185,-77.48278959999999
323,,Manassas Church of Christ,Faith Based Services,,,703.368.2622,"8110 Signal Hill Rd, Manassas, VA 20111",http://manassaschurch.org/,,,,38.7491999,-77.4466085
324,Verified,Manassas City Animal Adoption Center,Pet,animalshelter@ci.manassas.va.us,,703-257-2420,"10039 Dean Drive, Manassas, Virginia, 20110",https://pwspca.org/food/,Offers food and supplies only if available to assist.,"• Monday, Tuesday, Thursday and Friday: 10 a.m. – 1 p.m.; 4-6 p.m.
• Wednesday: 5 – 7 p.m.
• Saturday: 10 a.m. – 1 p.m.
• Sunday and Holidays: Closed",,38.7457704,-77.4994686
325,Verified,Manassas City Library,Education Services,,,703-792-8820,"10104 Dumfries Rd, Manassas, VA 20110
",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM",,38.73722050000001,-77.4748741
326,Verified,Manassas Commuter Rail Station Library,Education Services,,,,"9451 West St, Manassas, VA 20110",www.pwcva.gov/library,,Open 24 hours,Open 24-hour book drop,38.7501402,-77.4728039
327,Verified,Manassas Hope For the Homeless -- Manassas Baptist Church,Housing Utilities Finances,office@mbcnova.org,,703-277-7140,"8730 Sudley Rd, Manassas, VA 20110",https://mbcnova.org/,"The Manassas Hope for the Homeless is comprised of Christians from over a dozen churches in the greater Manassas area who have come together to provide emergency shelter to the area’s homeless when we experience extreme cold weather.

Hypothermia Season runs November 1st through March 31st when temperatures are 32 degrees or below and is located at the back of the Manassas Community Center at 8730 Sudley Road. For other shelter information, please contact Streetlight Ministries at 703-277-7140.",Mon-Fri 7:00 PM - 6:15 AM except on Wednesdays 8:30 PM - 6:15 AM,,38.7648185,-77.48278959999999
328,,Manassas Masjid,Faith Based Services,info@manassasmosque.org,,(703) 257-5537,"12950 Center Entrance Ct. Manassas, VA 20109",http://islamic-city.org/,,,,38.7997191,-77.5219814
329,,Manassas Muslim Association - Jaam'i Masjid,Faith Based Services,info@manassasmuslims.org,,(703) 962-7477,"9059 Euclid Ave, Manassas, VA 20110",http://www.manassasmuslims.org/,,,,38.7609694,-77.4523897
330,Verified,Manassas Park Community Center,Community and Recreation Centers,,,(703) 335-8872,"99 Adams St, Manassas Park, VA 20111",https://www.manassasparkcommunitycenter.com/,"Welcome to the City of Manassas Park, Department of Parks and Recreation. The Department of Parks and Recreation is committed to the provision of quality leisure services for the residents of Manassas Park. Over the years, through the many changes the City has endured, the Department of Parks and Recreation has responded to the growing needs of the community by continuing to support the Governing Body’s vision to be the “Premier Northern Virginia Community to live, work, and raise a family”.
 
Department Mission
The Department of Parks and Recreation is committed to the provision of quality leisure services for the residents of Manassas Park. It is our mission to provide a variety of high quality, diverse leisure opportunities, foster our city’s parks and natural resources, and support the individual growth and well being of our citizens.",,,38.7839326,-77.46195089999999
331,,Manassas Seventh-day Adventist Church,Faith Based Services,,,703-335-1710,"9858 Fairmont Ave, Manassas, VA 20109",http://www.msdachurch.org/,,,,38.777365,-77.49407219999999
332,,Markham's Grant HOA,HOA,,,(703) 368-7995,,,,,,40.7035916,-104.7808024
333,,Marsh Road Baptist Church,Faith Based Services,webmaster​@marshroadbaptist.org,,(703) 491-2980,"1514 Old Marsh Rd, Woodbridge, VA 22191",http://www.marshroadbc.org/,,,,38.6171392,-77.25848189999999
334,,Masjid Al-Falah,Faith Based Services,masjidalfalah@verizon.net,,703-490-2220,"14918 Jefferson Davis Hwy, Woodbridge, VA 22191",https://www.masjid-alfalah.com/,,,,38.6289048,-77.2760065
335,,Mason and Partners (MAP) Clinic,Medical and Healthcare,mapclinic@gmu.edu,,703-993-5880; MAT Bridge: 703-539-2951 (Wed clinic),"99 Tremont St, Manassas Park, VA 20111",,"School entry physicals, sports physicals, acute primary care, hearing & vision screenings, referrals, medical home placement.",,,38.7834623,-77.465682
336,,Masroor Mosque-Ahmadiyya Muslim Community,Faith Based Services,masroor.mosque@ahmadiyya.us,,(703) 590-5500,"5640 Hoadly Rd, Manassas, VA 20112",https://www.muslimsforpeace.org/,,,,38.6759803,-77.3742077
337,,McLean Bible Church,Faith Based Services,,https://mcleanbible.org/prince-william/contact-us/,703-639-2000,"10002 Battleview Pkwy, Manassas, VA 20109",https://www.mcleanbible.org/locations/prince-william,,,,38.8065219,-77.510449
338,"Check, missing website",Meadowbrook Woods Clubhouse & Pool,Community and Recreation Centers,,,(703) 794-9025,"13200 Superior Ct, Manassas, VA 20112",https://www.mbwhoa.org/page/42319~920697/community-pool-and-swim-team,"Welcome to the community amenity where happiness, relaxation, and keeping cool occurs. Our community is proud to showcase our pool and our amazing swim team, the Meadowbrook Makos!! 

 

Community Pool Hours - 11 AM - 8 PM 

(may have delayed opening on swim team practice dates) On certain Saturdays, the swim team will be using the pool for home swim meets until after 1 pm. Please check the community calendar.","Wednesday        11 AM–8 PM
Thursday        11 AM–8 PM
Friday        11 AM–8 PM
Saturday        11 AM–8 PM
Sunday        11 AM–8 PM
Monday        11 AM–8 PM
Tuesday        11 AM–8 PM",,38.6678788,-77.4347476
339,,Medical Health Department,Medical and Healthcare,,,703-792-6300 (M)/703-792-7300 (W),,,,,,40.7035916,-104.7808024
340,,Medicine Assistance Tool,Medical and Healthcare,,,(571) 350-8643,,https://medicineassistancetool.org/,Online search engine to match qualifying patients without prescription drug coverage to low-cost/free programs,,,40.7035916,-104.7808024
341,,Mental Health America (MHA),Mental Health Substance Use,,,703-684-7722,"500 Montgomery Street, Suite 820, Alexandria, VA, 22314",https://www.mhanational.org/young-minds,Adult,,,38.813668,-77.043379
342,,Mental Health First Aid (MHFA),Mental Health Substance Use,,,,,https://www.mentalhealthfirstaid.org/take-a-course/find-a-course/,Adult,,,40.7035916,-104.7808024
343,,Mi Catedral De La Fe,Faith Based Services,Info@micatedraldelafe.org,,571-393-3525,"8306 Rugby Ct, Manassas, VA 20111",http://micatedraldelafe.org/,,,,38.789078,-77.45231679999999
344,,Mid County Civic Association (MIDCO),HOA,,,(703) 670-4800,,,,,,40.7035916,-104.7808024
345,,Ministerio De Vida,Faith Based Services,ministeriodevida@gmail.com,,(703) 499-8432,"2610 Omisol Rd, Woodbridge, VA 22192",https://www.facebook.com/pg/MinisterioDeVidaWoodbridge/about/?ref=page_internal,,,,38.6663855,-77.2903327
346,,Ministerio Internacional Rey de Gloria,Faith Based Services,,,(703) 565-7143,"15418 Cardinal Dr, Woodbridge, VA 22193",,,,,38.6157642,-77.3298685
347,,Ministerio International Roca De Salvacion Apostoles y Profetas,Faith Based Services,,,(703) 257-4039,"137 Colfax Dr, Manassas Park, VA 20111",,,,,38.7869833,-77.4726426
348,,Ministerio Voz Profética a las Naciones,Faith Based Services,assistant@visionmvp.org,,(571) 477 - 6744,"4349 Ridgewood Center Dr #201, Woodbridge, VA 22192",https://www.visionmvp.org/,,,,38.6727432,-77.3395865
349,,Mision Cristiana Elim de Virginia,Faith Based Services,,https://www.misionelimva.com/contacto,703 - 257 - 5248,"7555 Centreville Rd, Manassas, VA 20111",https://www.misionelimva.com/,,,,38.7914322,-77.44714379999999
350,,Mobile Mammograms (UVA Health),Medical and Healthcare,,,,,,Mobile mammogram screenings set up at workplaces and community locations in Virginia.,,,40.7035916,-104.7808024
351,,MommyMeds,Family,,,,,Apple: https://apps.apple.com/us/app/mommymeds/id669222544 Android: https://play.google.com/store/apps/detailsid=com.infant risk.mommymeds.paid,Pregnancy ,,,40.7035916,-104.7808024
352,Verified,Montclair Library,Education Services,,,703-792-8740,"5049 Waterway Dr, Montclair, VA 22025
",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM",,38.6101832,-77.35706689999999
353,,Montclair Tabernacle Church of God,Faith Based Services,,,(703) 670-8907,"16120 Dumfries Rd, Dumfries, VA 22025",www.montclairtab.org,,,,38.602559,-77.34860290000002
354,,Monterey Church,Faith Based Services,bryan@monterey.church,,(540) 347-3630,"10504 Kettle Run Rd, Nokesville, VA 20181",https://www.monterey.church/virginia,,,,38.7261623,-77.58021889999999
355,,Morgan Point HOA,HOA,,,703-369-5292 ,,,,,,40.7035916,-104.7808024
356,,Mother of Mercy,Medical and Healthcare,,,,,,"Annual physicals, disease management, sick visits, prenatal care (not GYN), health classes, eye exams, referrals.",,,40.7035916,-104.7808024
357,,Mount Zion Baptist Church,Faith Based Services,,,(703) 221-6960,"18410 Chapel St, Triangle, VA 22172",www.mtzbaptist.org,,,,38.5532507,-77.3533102
358,,Mountaintop Church,Faith Based Services,INFO@MOUNTAINTOPCHURCH.ORG ,,(703) 544-9292,"10501 Balls Ford Rd, Manassas, VA 20109",https://www.mountaintopchurch.org/,,,,38.7998713,-77.5111494
359,,Move Church,Faith Based Services,hello@onthemove.org,,(703) 583-6683,"13061 Touchstone Cir, Lake Ridge, VA 22192",http://onthemove.org/,,,,38.6761129,-77.3350145
360,,Mt. Olive Baptist Church,Faith Based Services,,,(703) 494-4466,"13111 Minnieville Rd, Woodbridge, VA 22192",www.mobcwoodbridge.org,,,,38.6636369,-77.28925749999999
361,,My Meal Detective,Criminal Justice,FoodSafety@vdh.virginia.gov,,,,https://redcap.vdh.virginia.gov/redcap/surveys/?s=PJACE4A4EY,,,,40.7035916,-104.7808024
362,,NAACP,Civil Rights,religiousaffairs@pwnaacp.org,,(703)475-0736,"P.O. Box 499 Manassas, VA 20108-0449",www.pwnaacp.org,,,,38.7512726,-77.4706769
363,,National Alliance on Mental Illness (NAMI),Mental Health Substance Use,,,703-524-7600,"4301 Wilson Blvd, Suite 300, Arlington, VA, 22203",https://www.nami.org/Support-Education/,Adult,,,38.8804719,-77.1128927
364,,National Alliance on Mental Illness Prince William,Mental Health Substance Use,,,703-659-9983,"PO Box 1423, Woodbridge, VA, 22195",https://nami-pw.org/,Adult,,,38.63,-77.27
365,,National Association of Anorexia Nervosa and Associated Disorders (ANAD),Mental Health Substance Use,hello@anad.org,,(888) 375.7767,"PO Box 409047, Chicago, IL 60640",https://anad.org/,Adult,,,41.9703133,-87.663045
366,,National Association of Insurance Commissioners,Medical and Healthcare,help@naic.org,,(816) 783-8500,,https://content.naic.org/consumer.htm,,,,40.7035916,-104.7808024
367,,National Call Center for Homeless Veterans ,Veteran Services,,,(877) 424-3838,,,,,,40.7035916,-104.7808024
368,,National Center for Victims of Crime,Hotlines Crisis,,,855-443-5782 (Infoline),,,,,,40.7035916,-104.7808024
369,,National Community Church - Gainesville,Faith Based Services,,,"(202) 544-0414 , (202) 417, 3980","8001 Gateway Promenade Pl, Gainesville, VA 20155",https://theaterchurch.com/,,,,38.7870631,-77.60586669999999
370,,National Counseling Group,Mental Health Substance Use,dpatel@traumaandhope.com,,(703) 257-5997,"9301 Forest Point Circle, Manassas, VA 20110",National Counseling Group | Virginia (ncgcommunity.com),,,,38.7658974,-77.4787655
371,,National Deaf Domestic Violence Hotline,Hotlines Crisis,nationaldeafhotline@adwas.org,,855-812-1001,,http://thedeafhotline.org/,,,,40.7035916,-104.7808024
372,,National Domestic Violence Hotline ,Hotlines Crisis,,,(800) 799-7233,,,,,,40.7035916,-104.7808024
373,,National Domestic Violence Hotline ,Hotlines Crisis,,,800-799-7233,,thehotline.org,,,,40.7035916,-104.7808024
374,,National Drug Helpline,Hotlines Crisis,,,844-289-0857,,,,,,40.7035916,-104.7808024
375,,National Empowerment Center,Mental Health Substance Use,,,978-685-1494,,https://power2u.org/,Adult,,,40.7035916,-104.7808024
376,,National Human Trafficking Hotline ,Hotlines Crisis,,,(888) 373-7888,,,,,,40.7035916,-104.7808024
377,,National Runaway Safeline,Hotlines Crisis,,,1-800-RUNAWAY (1-800-786-2929),,https://www.1800runaway.org/,,,,40.7035916,-104.7808024
378,,National Sexual Assault Hotline ,Hotlines Crisis,,,(800) 656-4673,,,,,,40.7035916,-104.7808024
379,,National Suicide Prevention Hotline ,Hotlines Crisis,,,988 or (800) 273-8255,,,,,,40.7035916,-104.7808024
380,Verified,National TPS Alliance,Immigrant Support Services,info@ntpsalliance.org,,,,https://www.nationaltpsalliance.org/,"We organize collectively to preserve fairness, respect, and dignity for TPS holders, and for all immigrants in the by the United States. There has been no government accountability for creating the untenable conditions for TPS families nor an adequate analysis of country conditions in the decision-making processes that have led to the termination of the majority of TPS designations. Furthermore, the Department of Homeland Security (DHS) has not acknowledged the unfair plight of thousands of families that could be torn apart and
displaced because of the lack of accountability and callousness of these decisions. In the almost 37 years that various countries were granted TPS, DHS has not adequately prepared in order to prevent this unjust, rushed and unprecedented sequence of TPS terminations for almost all countries with this relief. Additionally, international affairs, refugee rights, and regional security would be negatively impacted as a result of the current policies against TPS.",,,40.7035916,-104.7808024
381,,National Veterans Crisis Hotline ,Hotlines Crisis,,,988 press 1 or (800) 273-8255,,,,,,40.7035916,-104.7808024
382,,Neabsco Baptist Church,Faith Based Services,pastor@neabscobaptist.org,,"703-595-9657,  571-205-0551
","15545 Cardinal Dr, Woodbridge, VA 22193",http://neabscobaptist.org/,,,,38.6158195,-77.31792899999999
383,,Neabsco Baptist Church,Faith Based Services,nbcboard@neabscobaptist.org,,"703-595-9657,  571-205-0551
","15545 Cardinal Dr, Woodbridge, VA 22193",http://neabscobaptist.org/,,,,38.6158195,-77.31792899999999
384,,Needy Meds,Medical and Healthcare,info@needymeds.org,,1-(800) 503-6897,,https://www.needymeds.org/,,,,40.7035916,-104.7808024
385,,Neighborhood Health,Medical and Healthcare,info@nhnva.org,,(703) 535-5568,"6677 Richmond Highway,
Alexandria, VA 22306",https://neighborhoodhealthva.org/,"Full range of primary care services including dental.
Multiple clinics throughout Alexandria. No residency
requirement",,,38.7734939,-77.08046209999999
386,,New Birth Community Church,Faith Based Services,nbcc.clerk.events@newbirthcc.com,,703-656-8067,"9950 Wellington Rd, Manassas, VA 20110",https://www.newbirthcc.com/,,,,38.7423912,-77.46281090000001
387,,New Hope Baptist Church,Faith Based Services,,,(703) 369-7493,"10909 Bristow Rd, Bristow, VA 20136",,,,,38.7192695,-77.53330199999999
388,,"New Life Christian Church, Linton Hall Campus",Faith Based Services,info@newlife.church ,,703.222.8836 ,"8301 Linton Hall Rd, Bristow, VA 20136",https://newlife.church/linton-hall-campus/,,,,38.774265,-77.5931039
389,,New Life Church of God in Christ,Faith Based Services,,,(703) 670-6011,"13163 Centerpointe Way, Woodbridge, VA 22193",,,,,38.666986,-77.334131
390,,New Life Community Baptist Church,Faith Based Services,,,(703) 928-2439,"14000 Sudley Manor Dr, Bristow, VA 20136",https://www.nlcbc.org/contact-us,,,,38.7385553,-77.5805429
391,,Next Distro,Mental Health Substance Use,,,,,,,,,40.7035916,-104.7808024
392,Verified,Nokesville Library,Education Services,,,703-792-5665,"12993 Fitzwater Dr, Nokesville, VA 20181
",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 6:00 PM
Tuesday	10:00 AM - 6:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 2:00 PM
Saturday	10:00 AM - 2:00 PM",,38.6993179,-77.5822372
393,,Nokesville United Methodist Church,Faith Based Services,secretary@nokesvilleumc.comcastbiz.net,,703-594-2141,"12508 Aden Rd, Nokesville, VA 20181",https://www.nokesvilleumc.com/,,,,38.6840351,-77.5752256
394,,Northern Virginia Baptist Center,Faith Based Services,,,(703) 754-7451,"14019 Glenkirk Rd, Gainesville, VA 20155",http://www.nvbcenter.org/,,,,38.7719124,-77.609651
395,,Northern Virginia Family Service,Medical and Healthcare,info@nvfs.org,,571-444-6664,,https://www.nvfs.org/our-services/health-well-being/health-access/,PEDIATRIC PRIMARY CARE: (703) 244-7310 DENTAL: (571) 748-2635 PHARMACY ASSISTANCE: (571) 435-6600,,,40.7035916,-104.7808024
396,Verified,Northern Virginia Family Service (NVFS) Serve Campus Family Shelter,Housing Utilities Finances,info@nvfs.org,,571-444-6664,"10054 Dean Drive, Manassas, VA 20110",https://www.nvfs.org/our-services/homelessness-housing/serve-campus/,"With 90 beds, SERVE Family Shelter is Northern Virginia’s largest family homeless shelter. On average, more than 40 percent of shelter guests are children. While staying at our shelter, guests work with a case manager who helps connect them with the right tools, knowledge and resources for lasting well-being and self-sufficiency.

NVFS’ housing and homelessness prevention programs also help families and individuals with rent and utility assistance to prevent evictions and disconnections.",,,38.7447792,-77.49980819999999
397,,NOVA Pride,LGBTQ,brian@novapride.org (press/blog contact),,,,novapride.org,,,,40.7035916,-104.7808024
398,,NOVA Scripts Central,Medical and Healthcare,info@novascriptscentral.org,,(703) 532-0269,"6400 Arlington Blvd, Ste 120, Falls Church, VA 22042",https://novascriptscentral.org/,,,,38.8727611,-77.160305
399,,Novant Behavioral Health,Mental Health Substance Use,,,(703)369-8055,"8680 Hospital Way, Manassas, VA 20110",https://www.novanthealth.org/services/mental-health/,"Outpatient/inpatient care, accepts Medicaid, Spanish-speaking",,,38.7664873,-77.4889561
400,,Novant Health UVA Health System Prince William Medical Center\,Mental Health Substance Use,,,571-833-2245,"8700 Sudley Rd, Manassas, VA 20110",https://uvahealth.com/locations/UVA-Health-Prince-William-Medical-Center-5597282,Adult,Open 24 Hours,,38.7677717,-77.4881219
401,,NVFS Early Headstart (Ages 0-3) Childcare Program - Arlington,Parenting,,,571-748-2796,,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,,40.7035916,-104.7808024
402,,NVFS Early Headstart (Ages 0-3) Childcare Program - Loudoun,Parenting,,,571-748-2792,,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,,40.7035916,-104.7808024
403,,NVFS Early Headstart (Ages 0-3) Childcare Program - Manassas,Parenting,,,571-748-277,,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,,40.7035916,-104.7808024
404,,NVFS Early Headstart (Ages 0-3) Childcare Program - Woodbridge,Parenting,,,571-748-2703,,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,,40.7035916,-104.7808024
405,Verified,NVFS Healthy Families,Family,hfpwreferral@nvfs.org,,,,https://www.nvfs.org/our-services/early-childhood-development/healthy-families/,"Healthy Families
Programs & services for new families
NVFS Healthy Families provides the tools, guidance, and support that families need to build a healthy, successful life. The program provides free services in Arlington County, Fairfax County, Loudoun County, the Greater Prince William Area, and the City of Alexandria to promote healthy child development and to prevent child abuse and neglect for families with children pre-birth to age 3 or 4 (depending on the jurisdiction.)

Healthy Families’ four goals are to promote positive, nurturing, responsive parenting; improve child health and development; promote school readiness; and prevent child abuse and neglect.

What to Expect: A staff member conducts an initial parent interview to determine eligibility as well as any need for other community resources. Once a family is enrolled, a family support specialist provides regular home visits from pregnancy until the child reaches the age of 3 or 4.",,,40.7035916,-104.7808024
406,,Occoquan Bible Church,Faith Based Services,admin@obc.org,,703-878-4673,"3700 Old Bridge Rd, Woodbridge, VA 22192",http://www.obc.org/,,,,38.6806055,-77.32302539999999
407,,Occoquan Oaks HOA,HOA,,,,,,,,,40.7035916,-104.7808024
408,,Office of the Commonwealth's Attorney,Legal Services,tthomas@pwcgov.org,,(703)792-8220,"9311 Lee Avenue, Suite 200, Manassas, VA 20110",,,,,38.7514307,-77.47892089999999
409,Verified,Old Bridge Estates Community,Community and Recreation Centers,,,(703) 590-5300,"3600 Beaver Pond Rd, Woodbridge, VA 22192",https://oldbridgeestates.connectresident.com/,"Old Bridge Estates is a tree-lined community of 862 single-family and town homes in Northern Virginia.  It is located in the Northeastern area of Prince William County, just 10 miles South of the Capital Beltway circling Washington, D.C..  The community has easy access to interstates I-95, I-395, I-495 and Prince William County Parkway, as well as commuter lots accessing the HOV lanes and the Virginia Railway Express - all providing an easy commute to the Washington area's major employment centers.  Old Bridge Estates is nestled back in a wooded area with streams and ponds, giving the community a small town feel.  Old Bridge Estates is an ideal location for professionals as well as families with small children to live. The area is quiet and comfortable setting to relax after a hard days work and a great park-filled place to raise children.  While the area is extremely beautiful and the community is conveniently located, the biggest asset is the people who live here. Our friendly residents make Old Bridge Estates a wonderful place to live because they take pride and are active in their community.","Thursday	9 AM–5 PM
",,38.6757728,-77.320978
410,,Old Bridge United Methodist Church,Faith Based Services,Leadpastor@oldbridgechurch.org,,703-730-3895,"3966 Old Bridge Rd, Woodbridge, VA 22192",http://www.oldbridgechurch.org/,,,,38.6777365,-77.3280803
411,,Old Bridge United Methodist Church,Faith Based Services,churchoffice@oldbridgechurch.org,,703-730-3895,"3966 Old Bridge Rd, Woodbridge, VA 22192",http://www.oldbridgechurch.org/,,,,38.6777365,-77.3280803
412,,One Mind Church,Faith Based Services,,,(703) 491-3797,"13430 Millwood Dr, Woodbridge, VA 22191",www.onemindchurch.org,,,,38.6604256,-77.2626113
